# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 1 258 661 10263 624
p 2 0 239 681 1306 431
p 2 0 185 735 1029 366
p 2 1 273 646 10769 635
p 2 0 256 664 1475 459
p 2 0 208 712 1133 397
p 2 0 180 740 1023 362
p 2 0 162 758 955 340
p 2 0 164 756 1002 348
p 2 0 181 739 1063 359
p 2 0 146 774 929 322
p 2 0 140 780 942 317
p 2 0 165 755 1129 354
p 2 0 207 713 1132 389
p 2 0 154 766 1049 343
p 2 0 138 782 1052 326
p 2 0 168 752 1012 349
p 2 0 125 795 955 311
p 2 0 151 769 1021 332
p 2 0 178 742 924 348
p 2 0 119 801 875 301
p 2 0 118 802 960 297
p 2 0 123 797 909 307
p 2 0 138 782 902 316
p 2 0 130 790 990 312
p 2 0 146 774 954 334
p 2 0 119 801 921 305
p 2 0 121 799 1040 309
p 2 0 112 808 943 305
p 2 0 120 800 895 309
p 2 0 122 798 1027 304
p 2 0 121 799 874 311
p 2 0 107 813 799 289
p 2 0 123 797 881 298
p 2 1 100 819 869 295
p 2 0 106 814 900 298
p 2 0 122 798 1005 308
p 2 0 120 800 895 299
p 2 0 108 812 894 295
p 2 0 117 803 969 297
p 2 0 95 825 908 287
p 2 0 129 791 932 312
p 2 0 119 801 1042 306
p 2 0 102 818 914 290
p 2 0 105 815 807 290
p 2 0 115 805 893 298
p 2 0 138 782 878 318
p 2 0 109 811 863 295
p 2 0 121 799 929 300
p 2 0 118 802 840 292
p 2 0 104 816 867 283
p 2 0 107 813 879 295
p 2 0 119 801 865 299
p 2 0 108 812 914 294
p 2 0 252 668 10733 596
p 2 0 219 701 1279 406
p 2 0 136 784 1009 317
p 2 5 243 672 10348 625
p 2 0 227 693 1236 416
p 2 0 173 747 999 355
p 2 2 285 633 10671 634
p 2 0 266 654 1430 462
p 2 0 175 745 1025 358
p 2 3 273 644 10375 625
p 2 0 229 691 1282 425
p 2 0 157 763 956 341
p 2 5 288 627 12482 741
p 2 0 243 677 1337 437
p 2 6 282 632 12070 738
p 2 0 260 660 1364 456
p 2 0 194 726 973 370
p 2 0 224 696 4329 469
p 2 0 222 698 1181 400
p 2 0 235 685 3957 466
p 2 0 207 713 1188 398
p 2 0 222 698 3959 450
p 2 0 219 701 1228 403
p 2 0 178 742 1051 370
p 2 0 165 755 1020 353
p 2 0 186 734 1089 368
p 2 0 143 777 998 335
p 2 0 150 770 964 333
p 2 0 154 766 995 330
p 2 0 119 801 870 306
p 2 0 114 806 833 300
p 2 0 153 767 920 331
p 2 0 140 780 921 314
p 2 0 115 805 928 304
p 2 0 126 794 899 306
p 2 0 119 801 921 303
p 2 0 122 798 919 307
p 2 0 118 802 851 298
p 2 0 123 797 937 314
p 2 0 131 789 893 312
p 2 0 127 793 880 309
p 2 0 136 784 981 325
p 2 0 112 808 838 298
p 2 0 104 816 771 287
p 2 0 98 822 805 282
p 2 0 110 810 863 289
p 2 0 132 788 932 313
p 2 0 114 806 869 295
p 2 0 108 812 865 290
p 2 0 137 783 917 323
p 2 0 93 827 853 281
p 2 0 114 806 915 301
p 2 0 111 809 912 296
p 2 0 108 812 892 291
p 2 0 102 818 908 291
p 2 0 122 798 893 312
p 2 0 92 828 794 285
p 2 0 105 815 787 286
p 2 0 114 806 857 297
p 2 0 123 797 914 307
p 2 0 101 819 842 280
p 2 0 108 812 857 292
p 2 0 109 811 897 301
p 2 0 117 803 838 303
p 2 0 102 818 877 292
p 2 0 105 815 876 292
p 2 0 118 802 910 302
p 2 0 127 793 944 312
p 2 0 133 787 854 312
p 2 0 101 819 761 281
p 2 0 103 817 793 284
p 2 0 111 809 871 298
p 2 0 109 811 863 292
p 2 0 108 812 850 289
p 2 0 109 811 864 288
p 2 0 134 786 895 312
p 2 0 102 818 889 287
p 2 0 105 815 874 291
p 2 0 102 818 895 290
p 2 0 111 809 888 298
p 2 0 110 810 910 294
p 2 0 120 800 876 307
p 2 0 87 833 758 272
